Round,Bidder,PEA,Category,BidType,Quantity,Price,Switch To Category,PrevProcessedDemand,CurrentProcessedDemand,PostedPrice,ClockPrice,ExcessDemand,FinalPrice,FinalClockPrice,FinalExcessDemand,Budget,TotalExposure
30,9,PEA091,C1,Simple,1,3545000,,0,1,3545000,3545000,0,3545000,3900000,3,206966862,181555000,3870577
30,10,PEA413,C1,Simple,1,301000,,0,1,273000,301000,0,273000,301000,3,29081694,17853000,2109607
30,10,PEA212,C1-R,Simple,1,851000,,0,0,851000,851000,0,851000,937000,6,29081694,17853000,1536665
30,10,PEA042,C1,Simple,1,9508000,,0,1,9508000,9508000,0,9508000,10459000,9,29081694,17853000,9740854
30,11,PEA187,C1-R,Simple,1,455000,,0,0,455000,455000,0,455000,501000,3,87054073,30813000,1103883
30,11,PEA190,C1,Simple,1,368000,,0,1,334000,368000,0,334000,368000,2,87054073,30813000,950636
30,11,PEA104,C1,Simple,1,2786000,,0,1,2532000,2786000,0,2532000,2786000,4,87054073,30813000,3125859
30,12,PEA004,C1,Simple,1,112011000,,0,1,101828000,112011000,0,101828000,112011000,2,156741703,125955000,161137248
30,12,PEA212,C1-R,Simple,1,851000,,0,1,851000,851000,0,851000,937000,6,156741703,125955000,1511280
30,12,PEA076,C1-R,Simple,1,2582000,,0,1,2582000,2582000,0,2582000,2841000,7,156741703,125955000,3101799
30,13,PEA042,C1,Simple,1,9508000,,0,0,9508000,9508000,0,9508000,10459000,9,19104562,5750000,10228045
30,13,PEA130,C1-R,Simple,1,1370000,,0,1,1370000,1370000,0,1370000,1508000,7,19104562,5750000,1932102
30,14,PEA274,C1,Simple,1,59000,,0,1,59000,59000,0,59000,65000,4,97821330,49604000,534096
30,14,PEA316,C1,Simple,1,308000,,0,1,280000,308000,0,280000,308000,2,97821330,49604000,388934
30,15,PEA119,C1,Simple,1,687000,,0,1,624000,687000,0,624000,687000,2,73651420,51497000,2078402
30,16,PEA042,C1,Simple,1,9508000,,0,0,9508000,9508000,0,9508000,10459000,9,136810609,73323000,9973836
30,16,PEA130,C1-R,Simple,1,1370000,,0,0,1370000,1370000,0,1370000,1508000,7,136810609,73323000,1768543
30,17,PEA004,C1,Simple,1,112011000,,0,1,101828000,112011000,0,101828000,112011000,2,171319708,156420000,155146740
30,17,PEA212,C1-R,Simple,1,851000,,0,1,851000,851000,0,851000,937000,6,171319708,156420000,1542982
30,17,PEA076,C1-R,Simple,1,2582000,,0,0,2582000,2582000,0,2582000,2841000,7,171319708,156420000,3086500
30,17,PEA148,C1,Simple,1,1541000,,0,1,1400000,1541000,0,1400000,1541000,1,171319708,156420000,1661695
30,19,PEA070,C1,Simple,1,1465000,,0,1,1465000,1465000,0,1465000,1612000,4,95661887,77766000,2157863
30,22,PEA413,C1,Simple,1,301000,,0,1,273000,301000,0,273000,301000,3,85307043,44434000,2050849
30,25,PEA042,C1,Simple,1,9508000,,0,0,9508000,9508000,0,9508000,10459000,9,82299798,5000,10179699
31,0,PEA004,C1,Simple,1,112011000,,1,1,101828000,112011000,0,101828000,112011000,2,2062749717,632306000,152577443
31,0,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,2062749717,632306000,405690783
31,0,PEA413,C1,Simple,1,301000,,0,1,301000,301000,0,301000,332000,3,2062749717,632306000,2104415
31,0,PEA070,C1-R,Simple,1,1465000,,0,1,1465000,1465000,0,1465000,1612000,5,2062749717,632306000,2155003
31,0,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,2062749717,632306000,876798
31,0,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,2062749717,632306000,958661
31,0,PEA042,C1-R,Simple,2,9508000,,0,0,9508000,9508000,0,9508000,10459000,12,2062749717,632306000,10053582; 9698956
31,0,PEA104,C1,Simple,1,2786000,,0,1,2786000,2786000,0,2786000,3065000,3,2062749717,632306000,3077905
31,0,PEA316,C1,Simple,1,308000,,2,2,280000,308000,0,280000,308000,1,2062749717,632306000,373340
31,1,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1421943268,717180000,388030466
31,1,PEA119,C1,Simple,1,687000,,1,1,624000,687000,0,624000,687000,2,1421943268,717180000,2098880
31,1,PEA187,C1,Simple,1,501000,,0,1,455000,501000,0,455000,501000,3,1421943268,717180000,1085691
31,1,PEA042,C1-R,Simple,1,9508000,,0,1,9508000,9508000,0,9508000,10459000,12,1421943268,717180000,10042109
31,1,PEA091,C1-R,Simple,1,3545000,,0,1,3545000,3545000,0,3545000,3900000,5,1421943268,717180000,3923823
31,1,PEA156,C1-R,Simple,1,2008000,,0,1,2008000,2008000,0,2008000,2209000,7,1421943268,717180000,2341892
31,1,PEA130,C1,Simple,1,1508000,,0,1,1508000,1508000,0,1508000,1659000,6,1421943268,717180000,1776402
31,1,PEA076,C1,Simple,2,2841000,,1,2,2582000,2841000,0,2582000,2841000,4,1421943268,717180000,3072733; 3029871
31,1,PEA316,C1,Simple,1,308000,,1,1,280000,308000,0,280000,308000,1,1421943268,717180000,389156
31,2,PEA004,C1,Simple,1,112011000,,0,1,101828000,112011000,0,101828000,112011000,2,800121079,764709000,148575460
31,2,PEA413,C1,Simple,2,301000,,1,2,301000,301000,0,301000,332000,3,800121079,764709000,2065396; 2018037
31,2,PEA187,C1,Simple,2,501000,,1,2,455000,501000,0,455000,501000,3,800121079,764709000,1132860; 1097158
31,2,PEA042,C1-R,Simple,2,9508000,,0,0,9508000,9508000,0,9508000,10459000,12,800121079,764709000,10121599; 10079716
31,2,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,800121079,764709000,952690
31,2,PEA212,C1,Simple,1,937000,,2,1,851000,937000,0,851000,937000,4,800121079,764709000,1475192
31,2,PEA274,C1-R,Simple,1,59000,,0,1,59000,59000,0,59000,65000,6,800121079,764709000,533599
31,2,PEA279,C1,Simple,1,545000,,2,2,495000,545000,0,495000,545000,0,800121079,764709000,710614
31,2,PEA311,C1,Simple,1,127000,,1,1,115000,127000,0,115000,127000,0,800121079,764709000,279478
31,3,PEA413,C1,Simple,1,301000,,1,1,301000,301000,0,301000,332000,3,413758664,300389000,2008629
31,3,PEA119,C1,Simple,1,687000,,0,1,624000,687000,0,624000,687000,2,413758664,300389000,2263057
31,3,PEA070,C1-R,Simple,1,1465000,,0,0,1465000,1465000,0,1465000,1612000,5,413758664,300389000,2261612
31,3,PEA020,C1,Simple,1,24657000,,1,1,22415000,24657000,0,22415000,24657000,1,413758664,300389000,25334481
31,3,PEA158,C1,Simple,1,527000,,1,1,527000,527000,0,527000,580000,1,413758664,300389000,1197905
31,3,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,413758664,300389000,915167
31,3,PEA187,C1,Simple,1,501000,,2,1,455000,501000,0,455000,501000,3,413758664,300389000,1088311
31,3,PEA190,C1,Simple,1,368000,,1,1,368000,368000,0,368000,405000,2,413758664,300389000,936944
31,3,PEA195,C1,Simple,1,402000,,1,1,365000,402000,0,365000,402000,0,413758664,300389000,944513
31,3,PEA212,C1,Simple,1,937000,,1,1,851000,937000,0,851000,937000,4,413758664,300389000,1468909
31,3,PEA042,C1-R,Simple,2,9508000,,1,0,9508000,9508000,0,9508000,10459000,12,413758664,300389000,10009914; 9931512
31,3,PEA274,C1-R,Simple,1,59000,,1,0,59000,59000,0,59000,65000,6,413758664,300389000,527763
31,3,PEA091,C1-R,Simple,2,3545000,,1,0,3545000,3545000,0,3545000,3900000,5,413758664,300389000,3886566; 3802507
31,3,PEA264,C1,Simple,1,254000,,2,2,230000,254000,0,230000,254000,0,413758664,300389000,574472
31,3,PEA076,C1,Simple,1,2841000,,1,1,2582000,2841000,0,2582000,2841000,4,413758664,300389000,3112562
31,3,PEA156,C1-R,Simple,1,2008000,,0,0,2008000,2008000,0,2008000,2209000,7,413758664,300389000,2268351
31,3,PEA316,C1,Simple,1,308000,,0,1,280000,308000,0,280000,308000,1,413758664,300389000,386859
31,4,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1683492671,548498000,394934738
31,4,PEA413,C1,Simple,1,301000,,1,1,301000,301000,0,301000,332000,3,1683492671,548498000,2032663
31,4,PEA070,C1-R,Simple,1,1465000,,1,0,1465000,1465000,0,1465000,1612000,5,1683492671,548498000,2197624
31,4,PEA190,C1,Simple,1,368000,,1,1,368000,368000,0,368000,405000,2,1683492671,548498000,942114
31,4,PEA274,C1-R,Simple,1,59000,,0,1,59000,59000,0,59000,65000,6,1683492671,548498000,530319
31,5,PEA020,C1,Simple,1,24657000,,0,1,22415000,24657000,0,22415000,24657000,1,1025889072,650688000,26354233
31,5,PEA190,C1,Simple,2,368000,,1,2,368000,368000,0,368000,405000,2,1025889072,650688000,992077; 971701
31,5,PEA212,C1,Simple,1,937000,,0,1,851000,937000,0,851000,937000,4,1025889072,650688000,1513625
31,5,PEA130,C1,Simple,2,1508000,,1,1,1508000,1508000,0,1508000,1659000,6,1025889072,650688000,1866218; 1818245
31,5,PEA042,C1-R,Simple,1,9508000,,0,1,9508000,9508000,0,9508000,10459000,12,1025889072,650688000,9820972
31,5,PEA091,C1-R,Simple,1,3545000,,0,0,3545000,3545000,0,3545000,3900000,5,1025889072,650688000,3851629
31,5,PEA156,C1-R,Simple,1,2008000,,1,0,2008000,2008000,0,2008000,2209000,7,1025889072,650688000,2269003
31,5,PEA104,C1,Simple,1,2786000,,1,1,2786000,2786000,0,2786000,3065000,3,1025889072,650688000,3006627
31,5,PEA076,C1,Simple,1,2841000,,1,1,2582000,2841000,0,2582000,2841000,4,1025889072,650688000,3042261
31,5,PEA298,C1,Simple,1,237000,,2,2,215000,237000,0,215000,237000,0,1025889072,650688000,325893
31,6,PEA004,C1,Simple,1,112011000,,0,1,101828000,112011000,0,101828000,112011000,2,209797595,196585000,159637706
31,6,PEA042,C1-R,Simple,1,9508000,,0,1,9508000,9508000,0,9508000,10459000,12,209797595,196585000,10144892
31,6,PEA158,C1,Simple,1,527000,,0,1,527000,527000,0,527000,580000,1,209797595,196585000,1157676
31,7,PEA190,C1,Simple,1,368000,,0,1,368000,368000,0,368000,405000,2,104519669,93597000,991155
31,7,PEA212,C1,Simple,1,937000,,0,1,851000,937000,0,851000,937000,4,104519669,93597000,1533025
31,7,PEA274,C1-R,Simple,1,59000,,0,0,59000,59000,0,59000,65000,6,104519669,93597000,533297
31,7,PEA130,C1,Simple,1,1508000,,0,1,1508000,1508000,0,1508000,1659000,6,104519669,93597000,1931006
31,8,PEA119,C1,Simple,1,687000,,0,1,624000,687000,0,624000,687000,2,27708131,20372000,2106864
31,8,PEA070,C1-R,Simple,1,1465000,,0,0,1465000,1465000,0,1465000,1612000,5,27708131,20372000,2267406
31,8,PEA156,C1-R,Simple,1,2008000,,0,0,2008000,2008000,0,2008000,2209000,7,27708131,20372000,2412775
31,8,PEA091,C1-R,Simple,1,3545000,,0,1,3545000,3545000,0,3545000,3900000,5,27708131,20372000,3911350
31,8,PEA130,C1,Simple,1,1508000,,0,1,1508000,1508000,0,1508000,1659000,6,27708131,20372000,1871362
31,9,PEA042,C1-R,Simple,1,9508000,,0,0,9508000,9508000,0,9508000,10459000,12,206966862,182341000,10179948
31,9,PEA212,C1,Simple,1,937000,,0,1,851000,937000,0,851000,937000,4,206966862,182341000,1532229
31,9,PEA130,C1,Simple,1,1508000,,0,1,1508000,1508000,0,1508000,1659000,6,206966862,182341000,1833317
31,9,PEA104,C1,Simple,1,2786000,,0,1,2786000,2786000,0,2786000,3065000,3,206966862,182341000,3015097
31,10,PEA212,C1,Simple,1,937000,,0,1,851000,937000,0,851000,937000,4,29081694,13855000,1536665
31,11,PEA187,C1,Simple,1,501000,,0,1,455000,501000,0,455000,501000,3,87054073,29358000,1103883
31,11,PEA091,C1-R,Simple,1,3545000,,0,0,3545000,3545000,0,3545000,3900000,5,87054073,29358000,3934397
31,13,PEA042,C1-R,Simple,1,9508000,,0,0,9508000,9508000,0,9508000,10459000,12,19104562,6591000,10228045
31,13,PEA070,C1-R,Simple,1,1465000,,0,1,1465000,1465000,0,1465000,1612000,5,19104562,6591000,2175372
31,14,PEA156,C1-R,Simple,1,2008000,,0,1,2008000,2008000,0,2008000,2209000,7,97821330,54446000,2363317
31,14,PEA104,C1,Simple,1,2786000,,0,1,2786000,2786000,0,2786000,3065000,3,97821330,54446000,3112014
31,15,PEA076,C1,Simple,1,2841000,,0,1,2582000,2841000,0,2582000,2841000,4,73651420,45163000,3172593
31,16,PEA042,C1-R,Simple,1,9508000,,0,0,9508000,9508000,0,9508000,10459000,12,136810609,74831000,9973836
31,16,PEA130,C1,Simple,1,1508000,,0,1,1508000,1508000,0,1508000,1659000,6,136810609,74831000,1768543
31,17,PEA076,C1,Simple,1,2841000,,0,1,2582000,2841000,0,2582000,2841000,4,171319708,159002000,3086500
31,18,PEA274,C1-R,Simple,1,59000,,0,1,59000,59000,0,59000,65000,6,133203942,11031000,560392
31,18,PEA156,C1-R,Simple,1,2008000,,0,1,2008000,2008000,0,2008000,2209000,7,133203942,11031000,2277439
31,19,PEA076,C1,Simple,1,2841000,,0,1,2582000,2841000,0,2582000,2841000,4,95661887,69484000,3134537
31,20,PEA156,C1-R,Simple,1,2008000,,0,0,2008000,2008000,0,2008000,2209000,7,71208520,145000,2355642
31,24,PEA274,C1-R,Simple,1,59000,,0,0,59000,59000,0,59000,65000,6,25869719,2785000,528053
31,25,PEA413,C1,Simple,1,301000,,0,1,301000,301000,0,301000,332000,3,82299798,1771000,2000830
31,25,PEA070,C1-R,Simple,1,1465000,,0,1,1465000,1465000,0,1465000,1612000,5,82299798,1771000,2235095
31,25,PEA042,C1-R,Simple,1,9508000,,0,0,9508000,9508000,0,9508000,10459000,12,82299798,1771000,10179699
31,26,PEA156,C1-R,Simple,1,2008000,,0,0,2008000,2008000,0,2008000,2209000,7,81563531,1295000,2283270
31,27,PEA274,C1-R,Simple,1,59000,,0,0,59000,59000,0,59000,65000,6,79723260,60000,545579
32,0,PEA004,C1,Simple,1,112011000,,1,1,101828000,112011000,0,101828000,112011000,2,2062749717,617521000,152577443
32,0,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,2062749717,617521000,405690783
32,0,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,2062749717,617521000,876798
32,0,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,2062749717,617521000,958661
32,0,PEA070,C1,Simple,1,1612000,,1,1,1465000,1612000,0,1465000,1612000,4,2062749717,617521000,2155003
32,0,PEA316,C1,Simple,1,308000,,2,1,280000,308000,0,280000,308000,1,2062749717,617521000,373340
32,1,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1421943268,712034000,388030466
32,1,PEA119,C1,Simple,1,687000,,1,1,624000,687000,0,624000,687000,2,1421943268,712034000,2098880
32,1,PEA212,C1,Simple,1,937000,,0,1,937000,937000,0,937000,1031000,4,1421943268,712034000,1509032
32,1,PEA130,C1-R,Simple,1,1508000,,1,0,1508000,1508000,0,1508000,1659000,9,1421943268,712034000,1776402
32,1,PEA076,C1,Simple,1,2841000,,2,1,2841000,2841000,0,2841000,3126000,7,1421943268,712034000,3029871
32,1,PEA156,C1,Simple,1,2209000,,1,1,2209000,2209000,0,2209000,2430000,7,1421943268,712034000,2341892
32,1,PEA316,C1,Simple,1,308000,,1,1,280000,308000,0,280000,308000,1,1421943268,712034000,389156
32,2,PEA413,C1-R,Simple,1,301000,,0,1,301000,301000,0,301000,332000,5,800121079,772847000,2018037
32,2,PEA187,C1,Simple,1,501000,,2,1,455000,501000,0,455000,501000,3,800121079,772847000,1097158
32,2,PEA212,C1,Simple,2,937000,,1,2,937000,937000,0,937000,1031000,4,800121079,772847000,1504818; 1475192
32,2,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,800121079,772847000,952690
32,2,PEA274,C1,Simple,1,65000,,2,0,65000,65000,0,65000,72000,5,800121079,772847000,533599
32,2,PEA130,C1-R,Simple,2,1508000,,0,2,1508000,1508000,0,1508000,1659000,9,800121079,772847000,1828248; 1810102
32,2,PEA104,C1-R,Simple,1,2786000,,0,1,2786000,2786000,0,2786000,3065000,3,800121079,772847000,3100096
32,2,PEA076,C1,Simple,2,2841000,,0,2,2841000,2841000,0,2841000,3126000,7,800121079,772847000,3076086; 3074463
32,2,PEA311,C1,Simple,1,127000,,1,1,115000,127000,0,115000,127000,0,800121079,772847000,279478
32,3,PEA413,C1-R,Simple,1,301000,,2,1,301000,301000,0,301000,332000,5,413758664,208600000,2008629
32,3,PEA020,C1,Simple,1,24657000,,1,1,22415000,24657000,0,22415000,24657000,0,413758664,208600000,25334481
32,3,PEA158,C1-R,Simple,1,527000,,0,1,479000,527000,0,479000,527000,2,413758664,208600000,1197905
32,3,PEA070,C1,Simple,1,1612000,,0,1,1465000,1612000,0,1465000,1612000,4,413758664,208600000,2261612
32,3,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,413758664,208600000,915167
32,3,PEA187,C1,Simple,2,501000,,1,2,455000,501000,0,455000,501000,3,413758664,208600000,1121899; 1088311
32,3,PEA190,C1-R,Simple,1,368000,,0,0,368000,368000,0,368000,405000,4,413758664,208600000,936944
32,3,PEA195,C1,Simple,1,402000,,1,1,365000,402000,0,365000,402000,0,413758664,208600000,944513
32,3,PEA212,C1,Simple,1,937000,,1,1,937000,937000,0,937000,1031000,4,413758664,208600000,1468909
32,3,PEA274,C1,Simple,1,65000,,1,1,65000,65000,0,65000,72000,5,413758664,208600000,527763
32,3,PEA130,C1-R,Simple,2,1508000,,0,0,1508000,1508000,0,1508000,1659000,9,413758664,208600000,1852814; 1838488
32,3,PEA264,C1,Simple,1,254000,,2,2,230000,254000,0,230000,254000,0,413758664,208600000,574472
32,3,PEA076,C1,Simple,1,2841000,,1,1,2841000,2841000,0,2841000,3126000,7,413758664,208600000,3112562
32,3,PEA104,C1-R,Simple,1,2786000,,1,0,2786000,2786000,0,2786000,3065000,3,413758664,208600000,3009636
32,3,PEA148,C1,Simple,1,1541000,,1,1,1400000,1541000,0,1400000,1541000,0,413758664,208600000,1613799
32,3,PEA156,C1,Simple,1,2209000,,1,1,2209000,2209000,0,2209000,2430000,7,413758664,208600000,2268351
32,3,PEA034,C1,Simple,1,10852000,,0,1,9865000,10852000,0,9865000,10852000,1,413758664,208600000,10861620
32,4,PEA004,C1,Simple,1,112011000,,0,1,101828000,112011000,0,101828000,112011000,2,1683492671,650307000,147092386
32,4,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1683492671,650307000,394934738
32,4,PEA413,C1-R,Simple,1,301000,,0,0,301000,301000,0,301000,332000,5,1683492671,650307000,2032663
32,4,PEA070,C1,Simple,1,1612000,,1,1,1465000,1612000,0,1465000,1612000,4,1683492671,650307000,2197624
32,4,PEA190,C1-R,Simple,1,368000,,1,1,368000,368000,0,368000,405000,4,1683492671,650307000,942114
32,4,PEA274,C1,Simple,1,65000,,2,1,65000,65000,0,65000,72000,5,1683492671,650307000,530319
32,4,PEA130,C1-R,Simple,1,1508000,,0,0,1508000,1508000,0,1508000,1659000,9,1683492671,650307000,1810278
32,5,PEA004,C1,Simple,1,112011000,,0,1,101828000,112011000,0,101828000,112011000,2,1025889072,755990000,153324394
32,5,PEA190,C1-R,Simple,1,368000,,0,0,368000,368000,0,368000,405000,4,1025889072,755990000,971701
32,5,PEA070,C1,Simple,1,1612000,,0,1,1465000,1612000,0,1465000,1612000,4,1025889072,755990000,2171427
32,5,PEA130,C1-R,Simple,2,1508000,,1,1,1508000,1508000,0,1508000,1659000,9,1025889072,755990000,1866218; 1818245
32,5,PEA104,C1-R,Simple,1,2786000,,1,1,2786000,2786000,0,2786000,3065000,3,1025889072,755990000,3006627
32,5,PEA076,C1,Simple,1,2841000,,1,1,2841000,2841000,0,2841000,3126000,7,1025889072,755990000,3042261
32,5,PEA156,C1,Simple,2,2209000,,0,1,2209000,2209000,0,2209000,2430000,7,1025889072,755990000,2327992; 2269003
32,5,PEA298,C1,Simple,1,237000,,2,2,215000,237000,0,215000,237000,0,1025889072,755990000,325893
32,6,PEA076,C1,Simple,1,2841000,,0,1,2841000,2841000,0,2841000,3126000,7,209797595,197418000,3114297
32,7,PEA274,C1,Simple,1,65000,,0,1,65000,65000,0,65000,72000,5,104519669,91645000,533297
32,7,PEA076,C1,Simple,1,2841000,,0,0,2841000,2841000,0,2841000,3126000,7,104519669,91645000,3078796
32,7,PEA104,C1-R,Simple,1,2786000,,0,1,2786000,2786000,0,2786000,3065000,3,104519669,91645000,2959454
32,8,PEA158,C1-R,Simple,1,527000,,0,1,479000,527000,0,479000,527000,2,27708131,25375000,1187956
32,8,PEA070,C1,Simple,1,1612000,,0,1,1465000,1612000,0,1465000,1612000,4,27708131,25375000,2267406
32,8,PEA187,C1,Simple,1,501000,,0,1,455000,501000,0,455000,501000,3,27708131,25375000,1098906
32,8,PEA212,C1,Simple,1,937000,,0,1,937000,937000,0,937000,1031000,4,27708131,25375000,1496096
32,8,PEA274,C1,Simple,1,65000,,0,1,65000,65000,0,65000,72000,5,27708131,25375000,526586
32,8,PEA156,C1,Simple,1,2209000,,0,1,2209000,2209000,0,2209000,2430000,7,27708131,25375000,2412775
32,9,PEA076,C1,Simple,1,2841000,,0,0,2841000,2841000,0,2841000,3126000,7,206966862,81871000,3145175
32,9,PEA156,C1,Simple,1,2209000,,0,1,2209000,2209000,0,2209000,2430000,7,206966862,81871000,2321386
32,10,PEA413,C1-R,Simple,1,301000,,0,0,301000,301000,0,301000,332000,5,29081694,14565000,2109607
32,10,PEA119,C1,Simple,1,687000,,0,1,624000,687000,0,624000,687000,2,29081694,14565000,2221823
32,10,PEA130,C1-R,Simple,1,1508000,,0,0,1508000,1508000,0,1508000,1659000,9,29081694,14565000,1878583
32,10,PEA076,C1,Simple,1,2841000,,0,0,2841000,2841000,0,2841000,3126000,7,29081694,14565000,3106397
32,11,PEA190,C1-R,Simple,1,368000,,0,1,368000,368000,0,368000,405000,4,87054073,35545000,950636
32,11,PEA274,C1,Simple,1,65000,,0,1,65000,65000,0,65000,72000,5,87054073,35545000,524185
32,11,PEA156,C1,Simple,1,2209000,,0,1,2209000,2209000,0,2209000,2430000,7,87054073,35545000,2332126
32,11,PEA091,C1,Simple,1,3900000,,0,1,3545000,3900000,0,3545000,3900000,1,87054073,35545000,3934397
32,12,PEA070,C1,Simple,1,1612000,,0,1,1465000,1612000,0,1465000,1612000,4,156741703,126089000,2297375
32,13,PEA119,C1,Simple,1,687000,,0,1,624000,687000,0,624000,687000,2,19104562,8686000,2080954
32,13,PEA076,C1,Simple,1,2841000,,0,1,2841000,2841000,0,2841000,3126000,7,19104562,8686000,3020534
32,15,PEA413,C1-R,Simple,1,301000,,0,0,301000,301000,0,301000,332000,5,73651420,41730000,2078862
32,18,PEA190,C1-R,Simple,1,368000,,0,1,368000,368000,0,368000,405000,4,133203942,10920000,998195
32,18,PEA104,C1-R,Simple,1,2786000,,0,0,2786000,2786000,0,2786000,3065000,3,133203942,10920000,2958597
32,19,PEA212,C1,Simple,1,937000,,0,1,937000,937000,0,937000,1031000,4,95661887,66374000,1467851
32,19,PEA130,C1-R,Simple,1,1508000,,0,0,1508000,1508000,0,1508000,1659000,9,95661887,66374000,1771970
32,20,PEA156,C1,Simple,1,2209000,,0,1,2209000,2209000,0,2209000,2430000,7,71208520,2354000,2355642
32,22,PEA413,C1-R,Simple,1,301000,,0,1,301000,301000,0,301000,332000,5,85307043,43092000,2050849
32,22,PEA130,C1-R,Simple,1,1508000,,0,0,1508000,1508000,0,1508000,1659000,9,85307043,43092000,1847729
32,24,PEA274,C1,Simple,1,65000,,0,1,65000,65000,0,65000,72000,5,25869719,2395000,528053
32,26,PEA156,C1,Simple,1,2209000,,0,0,2209000,2209000,0,2209000,2430000,7,81563531,1295000,2283270
32,27,PEA187,C1,Simple,1,501000,,0,1,455000,501000,0,455000,501000,3,79723260,580000,1094145
32,27,PEA274,C1,Simple,1,65000,,0,1,65000,65000,0,65000,72000,5,79723260,580000,545579
32,28,PEA316,C1,Simple,1,308000,,0,1,280000,308000,0,280000,308000,1,91792126,1237000,377288
33,0,PEA004,C1,Simple,1,112011000,,1,1,112011000,112011000,0,112011000,123213000,2,2062749717,627996000,152577443
33,0,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,2062749717,627996000,405690783
33,0,PEA119,C1,Simple,1,687000,,0,1,687000,687000,0,687000,756000,2,2062749717,627996000,2227134
33,0,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,2062749717,627996000,876798
33,0,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,2062749717,627996000,958661
33,0,PEA070,C1,Simple,1,1612000,,1,1,1612000,1612000,0,1612000,1774000,4,2062749717,627996000,2155003
33,0,PEA034,C1,Simple,1,10852000,,1,1,9865000,10852000,0,9865000,10852000,0,2062749717,627996000,11065760
33,0,PEA156,C1-R,Simple,2,2209000,,0,1,2209000,2209000,0,2209000,2430000,7,2062749717,627996000,2394554; 2253302
33,0,PEA316,C1,Simple,2,308000,,1,2,308000,308000,0,308000,339000,1,2062749717,627996000,386086; 373340
33,1,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1421943268,707459000,388030466
33,1,PEA119,C1,Simple,1,687000,,1,1,687000,687000,0,687000,756000,2,1421943268,707459000,2098880
33,1,PEA274,C1-R,Simple,1,65000,,0,1,65000,65000,0,65000,72000,5,1421943268,707459000,555188
33,1,PEA076,C1-R,Simple,2,2841000,,1,0,2841000,2841000,0,2841000,3126000,8,1421943268,707459000,3072733; 3029871
33,1,PEA156,C1-R,Simple,1,2209000,,1,0,2209000,2209000,0,2209000,2430000,7,1421943268,707459000,2341892
33,1,PEA130,C1,Simple,1,1659000,,1,0,1659000,1659000,0,1659000,1825000,7,1421943268,707459000,1776402
33,1,PEA316,C1,Simple,1,308000,,1,1,308000,308000,0,308000,339000,1,1421943268,707459000,389156
33,1,PEA104,C1,Simple,1,3065000,,0,1,2786000,3065000,0,2786000,3065000,1,1421943268,707459000,3118818
33,2,PEA413,C1,Simple,1,332000,,2,1,301000,332000,0,301000,332000,4,800121079,676413000,2018037
33,2,PEA119,C1,Simple,1,687000,,0,1,687000,687000,0,687000,756000,2,800121079,676413000,2125731
33,2,PEA187,C1,Simple,2,501000,,1,2,501000,501000,0,501000,552000,3,800121079,676413000,1132860; 1097158
33,2,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,800121079,676413000,952690
33,2,PEA070,C1,Simple,1,1612000,,0,1,1612000,1612000,0,1612000,1774000,4,800121079,676413000,2155822
33,2,PEA212,C1-R,Simple,1,937000,,0,1,937000,937000,0,937000,1031000,6,800121079,676413000,1475192
33,2,PEA274,C1-R,Simple,2,65000,,1,2,65000,65000,0,65000,72000,5,800121079,676413000,538217; 533599
33,2,PEA156,C1-R,Simple,1,2209000,,0,1,2209000,2209000,0,2209000,2430000,7,800121079,676413000,2410490
33,2,PEA311,C1,Simple,1,127000,,1,1,115000,127000,0,115000,127000,0,800121079,676413000,279478
33,3,PEA004,C1,Simple,1,112011000,,0,1,112011000,112011000,0,112011000,123213000,2,413758664,317363000,156940852
33,3,PEA413,C1,Simple,2,332000,,1,2,301000,332000,0,301000,332000,4,413758664,317363000,2044246; 2008629
33,3,PEA020,C1,Simple,1,24657000,,1,1,22415000,24657000,0,22415000,24657000,0,413758664,317363000,25334481
33,3,PEA158,C1-R,Simple,1,527000,,1,1,527000,527000,0,527000,580000,2,413758664,317363000,1197905
